,code,name,reservedPerShare,bvps,perundp,trade,total,end
478,2485,希努尔,3.94,6.19,1.01,18.6,11.14,7.46
1925,600393,粤泰股份,2.61,3.97,0.29,14.35,6.87,7.48
2295,600105,永鼎股份,0.47,2.47,0.74,11.17,3.68,7.49
161,600592,龙溪股份,1.76,4.73,0.93,14.91,7.42,7.49
1000,2261,拓维信息,1.72,3.33,0.62,13.16,5.67,7.49
715,300064,豫金刚石,0.58,3.03,0.5,11.6,4.11,7.49
673,2016,世荣兆业,0.06,2.21,1.01,10.78,3.28,7.5
2510,600597,光明乳业,1.44,3.99,1.25,14.18,6.68,7.5
1889,601519,大智慧,0.57,0.98,-0.61,8.44,0.94,7.5
1334,600180,瑞茂通,1.48,4.31,1.76,15.05,7.55,7.5
1198,600086,东方金钰,0.47,2.2,0.71,10.89,3.38,7.51
864,2638,勤上光电,0.82,2.43,0.54,11.3,3.79,7.51
1286,600765,中航重机,1.74,4.3,1.39,14.95,7.43,7.52
1966,2018,华信国际,0.04,1.34,0.23,9.14,1.61,7.53
931,2502,骅威文化,2.2,3.79,0.55,14.08,6.54,7.54
849,300240,飞力达,0.67,2.84,1.12,12.19,4.63,7.56
2731,2003,伟星股份,2.13,4.75,1.38,15.82,8.26,7.56
2977,600777,新潮能源,4.02,5.14,-0.06,16.67,9.1,7.57
339,2527,新时达,2.03,4.37,1.19,15.2,7.59,7.61
2737,600758,红阳能源,2.55,3.49,-0.19,13.47,5.85,7.62
2562,300206,理邦仪器,0.67,1.96,0.24,10.5,2.87,7.63
1073,880,潍柴重机,2.13,4.73,1.32,15.81,8.18,7.63
2795,818,方大化工,1.84,3.17,0.25,12.9,5.26,7.64
2449,600217,中再资环,-0.29,0.7,0.36,8.41,0.77,7.64
571,2079,苏州固锝,0.46,1.99,0.44,10.54,2.89,7.65
2189,603599,广信股份,2.25,6.28,2.67,18.85,11.2,7.65
2862,300225,金力泰,0.05,1.8,0.6,10.11,2.45,7.66
2365,2330,得利斯,0.96,2.64,0.64,11.9,4.24,7.66
2249,600260,凯乐科技,1.76,4.37,1.2,15.0,7.33,7.67
2612,600531,豫光金铅,0.2,1.61,0.25,9.73,2.06,7.67
37,603336,宏辉果蔬,0.37,4.53,2.17,14.75,7.07,7.68
615,2514,宝馨科技,0.51,1.88,0.34,10.41,2.73,7.68
2848,908,景峰医药,1.04,2.53,0.94,12.2,4.51,7.69
844,603100,川仪股份,1.79,4.67,1.61,15.76,8.07,7.69
1030,2023,海特高新,2.5,4.87,0.73,15.79,8.1,7.69
768,2163,中航三鑫,0.73,0.9,-0.9,8.42,0.73,7.69
949,2418,康盛股份,0.33,1.79,0.42,10.23,2.54,7.69
1009,300131,英唐智控,0.49,1.7,0.18,10.07,2.37,7.7
146,2176,江特电机,1.85,3.19,0.31,13.05,5.35,7.7
2355,600285,羚锐制药,0.93,3.5,1.06,13.2,5.49,7.71
2936,600353,旭光股份,0.21,1.94,0.56,10.42,2.71,7.71
1373,2332,仙琚制药,1.94,3.57,0.45,13.68,5.96,7.72
617,976,春晖股份,1.66,2.29,-0.42,11.26,3.53,7.73
826,2021,中捷资源,0.73,1.37,-0.41,9.42,1.69,7.73
2359,705,浙江震元,1.61,3.82,0.97,14.15,6.4,7.75
1377,600195,中牧股份,2.13,7.39,3.69,20.97,13.21,7.76
779,158,常山股份,2.58,4.19,0.44,14.98,7.21,7.77
2172,2413,雷科防务,1.73,3.13,0.34,12.97,5.2,7.77
1601,300318,博晖创新,0.37,1.71,0.32,10.18,2.4,7.78
2190,600836,界龙实业,0.15,1.32,0.16,9.41,1.63,7.78
1157,600882,广泽股份,0.3,2.87,1.36,12.31,4.53,7.78
1902,518,四环生物,0.02,0.6,-0.46,7.95,0.16,7.79
2858,737,南风化工,1.14,0.12,-2.18,6.87,-0.92,7.79
2665,600080,金花股份,0.83,3.51,1.34,13.48,5.68,7.8
212,300074,华平股份,0.38,1.98,0.59,10.76,2.95,7.81
854,600908,无锡银行,0.53,4.72,0.46,13.53,5.71,7.82
1526,600600,青岛啤酒,2.55,12.68,8.04,31.1,23.27,7.83
2939,600609,金杯汽车,1.01,0.19,-2.19,6.85,-0.99,7.84
898,2559,亚威股份,1.97,3.88,0.86,14.55,6.71,7.84
1367,601515,东风股份,0.14,3.1,1.68,12.77,4.92,7.85
613,300251,光线传媒,0.47,2.34,0.54,11.2,3.35,7.85
836,300146,汤臣倍健,1.31,3.23,0.76,13.16,5.3,7.86
1292,600305,恒顺醋业,0.78,2.52,0.62,11.79,3.92,7.87
51,601968,宝钢包装,0.9,2.41,0.44,11.62,3.75,7.87
1031,600518,康美药业,2.29,5.76,1.64,17.57,9.69,7.88
1574,600069,银鸽投资,1.47,1.85,-0.68,10.54,2.64,7.9
1774,2243,通产丽星,2.08,4.01,0.84,14.84,6.93,7.91
716,600229,城市传媒,0.69,2.84,1.13,12.57,4.66,7.91
1796,600677,航天通信,4.07,5.97,0.88,18.84,10.92,7.92
2592,2539,云图控股,1.13,3.03,0.83,12.94,4.99,7.95
1209,801,四川九洲,0.29,2.19,0.85,11.28,3.33,7.95
1440,600056,中国医药,2.27,6.61,2.43,19.26,11.31,7.95
2487,2240,威华股份,1.96,2.72,-0.4,12.23,4.28,7.95
2607,600135,乐凯胶片,2.41,4.4,0.61,15.39,7.42,7.97
3,600545,新疆城建,0.83,2.71,0.65,12.17,4.19,7.98
194,600528,中铁二局,1.1,4.24,1.76,15.08,7.1,7.98
578,300099,尤洛卡,0.09,1.5,0.27,9.85,1.86,7.99
2506,2378,章源钨业,0.62,2.07,0.27,10.97,2.96,8.01
1035,600076,康欣新材,0.5,2.73,1.16,12.41,4.39,8.02
769,2467,二六三,1.12,2.87,0.64,12.65,4.63,8.02
2254,600197,伊力特,0.46,4.26,2.15,14.89,6.87,8.02
1860,554,泰山石油,0.39,1.9,0.28,10.6,2.57,8.03
1150,520,长航凤凰,1.94,0.25,-2.93,7.29,-0.74,8.03
1971,300269,联建光电,6.47,8.49,0.99,24.0,15.95,8.05
659,300194,福安药业,7.63,11.21,1.11,28.0,19.95,8.05
2586,2009,天奇股份,2.27,4.92,1.43,16.67,8.62,8.05
1133,600310,桂东电力,0.33,3.09,0.11,11.59,3.53,8.06
414,2048,宁波华翔,1.48,9.54,4.88,23.96,15.9,8.06
136,1979,招商蛇口,2.24,6.36,2.8,19.51,11.4,8.11
1228,600386,北巴传媒,1.6,4.34,1.17,15.22,7.11,8.11
52,600718,东软集团,0.56,6.34,4.21,19.23,11.11,8.12
206,300012,华测检测,1.04,3.1,0.72,12.98,4.86,8.12
610,2632,道明光学,0.93,2.4,0.43,11.9,3.76,8.14
2164,2254,泰和新材,0.38,3.25,1.38,13.15,5.01,8.14
708,2238,天威视讯,0.4,4.24,2.5,15.31,7.14,8.17
962,600995,文山电力,0.33,3.3,1.67,13.47,5.3,8.17
2211,600649,城投控股,1.36,7.17,3.98,20.7,12.51,8.19
1140,600594,益佰制药,0.97,4.86,2.58,16.61,8.41,8.2
2465,12,南 玻Ａ,0.61,3.84,1.8,14.45,6.25,8.2
2344,600373,中文传媒,3.95,7.72,2.72,22.61,14.39,8.22
2162,2045,国光电器,0.99,3.15,0.86,13.22,5.0,8.22
588,2246,北化股份,0.73,2.93,1.1,13.04,4.76,8.28
1825,2293,罗莱生活,0.5,3.82,1.95,14.55,6.27,8.28
2777,600130,波导股份,0.59,1.28,-0.4,9.76,1.47,8.29
1400,2247,帝龙文化,3.54,5.22,0.64,17.69,9.4,8.29
2591,2084,海鸥卫浴,0.58,2.54,0.81,12.23,3.93,8.3
1374,603618,杭电股份,1.46,3.23,0.7,13.69,5.39,8.3
284,603008,喜临门,3.45,7.49,1.55,20.8,12.49,8.31
219,2077,大港股份,4.86,6.56,0.52,20.25,11.94,8.31
2486,2548,金新农,2.37,4.25,0.8,15.74,7.42,8.32
2597,585,东北电气,1.01,0.32,-1.79,7.86,-0.46,8.32
2236,657,中钨高新,4.36,4.75,-0.56,16.88,8.55,8.33
657,600841,上柴股份,1.3,4.04,1.15,14.84,6.49,8.35
2417,721,西安饮食,0.11,1.36,0.15,9.97,1.62,8.35
2599,760,斯太尔,1.92,2.28,-0.45,12.1,3.75,8.35
533,600730,中国高科,0.09,3.47,1.65,13.58,5.21,8.37
2405,2351,漫步者,1.22,2.92,0.61,13.13,4.75,8.38
2658,839,中信国安,0.17,1.67,0.33,10.55,2.17,8.38
1227,2183,怡 亚 通,0.57,2.53,0.68,12.17,3.78,8.39
2033,600590,泰豪科技,3.69,5.61,0.79,18.49,10.09,8.4
926,601311,骆驼股份,1.22,5.49,3.13,18.24,9.84,8.4
1166,603969,银龙股份,1.68,3.87,1.05,15.0,6.6,8.4
2347,600172,黄河旋风,2.97,5.98,1.76,19.13,10.71,8.42
2937,885,同力水泥,2.51,4.61,0.86,16.4,7.98,8.42
2601,603609,禾丰牧业,0.13,3.46,2.14,14.18,5.73,8.45
1344,416,民生控股,0.03,1.61,0.5,10.59,2.14,8.45
392,600712,南宁百货,0.68,1.98,0.21,11.32,2.87,8.45
1013,2014,永新股份,1.77,4.97,1.75,16.94,8.49,8.45
1538,600462,九有股份,1.2,0.54,-1.7,8.51,0.04,8.47
1918,2215,诺 普 信,0.33,1.85,0.41,11.06,2.59,8.47
522,2140,东华科技,0.2,4.57,2.92,16.17,7.69,8.48
803,677,恒天海龙,0.81,0.31,-1.74,7.88,-0.62,8.5
2408,2001,新 和 成,0.66,7.06,4.97,21.19,12.69,8.5
2718,2416,爱施德,1.77,5.11,1.8,17.2,8.68,8.52
1363,2644,佛慈制药,0.64,2.5,0.74,12.4,3.88,8.52
1770,2597,金禾实业,0.87,4.01,1.88,15.29,6.76,8.53
2024,2115,三维通信,0.66,2.1,0.38,11.68,3.14,8.54
2830,2147,新光圆成,2.22,4.51,1.4,16.67,8.13,8.54
1123,600573,惠泉啤酒,2.02,4.37,0.81,15.75,7.2,8.55
2065,838,财信发展,0.22,1.46,0.23,10.47,1.91,8.56
2905,600226,升华拜克,0.12,1.59,0.32,10.59,2.03,8.56
2775,600110,诺德股份,0.59,1.62,-0.03,10.75,2.18,8.57
2201,600479,千金药业,1.89,4.77,1.42,16.65,8.08,8.57
1952,300326,凯利泰,1.41,2.54,0.54,13.07,4.49,8.58
1221,2311,海大集团,0.96,3.65,1.59,14.79,6.2,8.59
412,61,农 产 品,1.55,2.93,0.27,13.35,4.75,8.6
2595,600967,北方创业,0.87,2.72,0.71,12.9,4.3,8.6
100,600896,中海海盛,2.14,3.15,-0.2,13.69,5.09,8.6
687,300005,探路者,2.29,4.61,1.13,16.64,8.03,8.61
1863,300013,新宁物流,3.03,4.01,-0.06,15.59,6.98,8.61
1471,603169,兰石重装,1.17,2.92,0.64,13.36,4.73,8.63
223,300116,坚瑞沃能,5.02,6.17,0.14,19.97,11.33,8.64
1254,300018,中元股份,1.25,2.85,0.54,13.29,4.64,8.65
911,300138,晨光生物,3.5,5.76,1.21,19.13,10.47,8.66
2283,600329,中新药业,1.7,5.39,2.16,17.91,9.25,8.66
1787,2172,澳洋科技,0.95,1.62,-0.41,10.82,2.16,8.66
417,300010,立思辰,4.47,6.0,0.52,19.65,10.99,8.66
1032,600468,百利电气,1.89,3.22,0.28,14.06,5.39,8.67
1789,600802,福建水泥,0.56,1.97,-0.86,10.36,1.67,8.69
805,300137,先河环保,1.97,4.13,1.04,15.83,7.14,8.69
179,300337,银邦股份,0.7,1.87,0.13,11.42,2.7,8.72
1886,601628,中国人寿,1.95,10.93,4.28,25.88,17.16,8.72
1988,300128,锦富新材,2.72,4.63,0.85,16.93,8.2,8.73
984,2091,江苏国泰,0.15,3.35,1.87,14.1,5.37,8.73
272,2320,海峡股份,2.39,5.59,1.44,18.16,9.42,8.74
2246,600639,浦东金桥,1.52,7.6,2.83,20.69,11.95,8.74
2248,600112,天成控股,0.91,2.29,0.33,12.3,3.53,8.77
72,2291,星期六,2.37,4.59,1.05,16.79,8.01,8.78
2193,2402,和而泰,0.53,1.28,0.3,10.93,2.11,8.82
1321,300022,吉峰农机,0.52,0.68,-0.89,9.14,0.31,8.83
2044,300228,富瑞特装,1.85,4.09,1.07,15.84,7.01,8.83
2871,600012,皖通高速,0.17,5.09,3.35,17.45,8.61,8.84
2771,2015,霞客环保,2.52,0.76,-2.8,9.32,0.48,8.84
49,2685,华东重机,0.62,1.87,0.22,11.56,2.71,8.85
1392,300159,新研股份,2.32,3.8,0.44,15.42,6.56,8.86
591,2139,拓邦股份,2.12,3.67,0.74,15.4,6.53,8.87
130,96,广聚能源,0.66,3.96,1.65,15.16,6.27,8.89
431,300177,中海达,1.72,3.57,0.76,14.94,6.05,8.89
2838,600626,申达股份,0.2,3.4,1.24,13.74,4.84,8.9
2412,2382,蓝帆医疗,0.71,2.55,0.89,13.05,4.15,8.9
1259,673,当代东方,1.84,2.86,-0.01,13.6,4.69,8.91
1420,2047,宝鹰股份,0.83,2.06,0.88,12.69,3.77,8.92
814,2197,证通电子,3.48,5.19,0.73,18.33,9.4,8.93
67,600463,空港股份,2.13,4.65,1.31,17.02,8.09,8.93
1490,600986,科达股份,2.9,4.73,0.69,17.27,8.32,8.95
149,600084,中葡股份,2.41,2.12,-1.37,12.12,3.16,8.96
195,529,广弘控股,0.98,2.08,0.04,12.06,3.1,8.96
2040,2455,百川股份,0.08,1.74,0.6,11.38,2.42,8.96
2687,2524,光正集团,0.5,1.38,-0.19,10.67,1.69,8.98
2063,603126,中材节能,0.12,2.39,1.12,12.62,3.63,8.99
938,2303,美盈森,0.01,1.79,0.65,11.46,2.45,9.01
602,300261,雅本化学,0.49,1.89,0.36,11.76,2.74,9.02
2384,300258,精锻科技,0.87,3.46,1.43,14.78,5.76,9.02
1271,928,中钢国际,2.8,4.99,1.13,17.94,8.92,9.02
2041,2476,宝莫股份,0.34,1.67,0.28,11.33,2.29,9.04
590,2322,理工环科,4.73,7.2,1.31,22.29,13.24,9.05
2139,300025,华星创业,0.07,2.0,0.89,12.01,2.96,9.05
1100,300291,华录百纳,5.56,7.59,0.99,23.19,14.14,9.05
652,678,襄阳轴承,1.56,2.55,-0.17,13.0,3.94,9.06
383,615,京汉股份,0.03,1.93,0.64,11.66,2.6,9.06
2972,2687,乔治白,1.02,2.76,0.54,13.39,4.32,9.07
2909,533,万 家 乐,0.08,2.01,0.81,11.97,2.9,9.07
2810,889,茂业通信,1.78,3.87,0.96,15.69,6.61,9.08
780,603188,亚邦股份,2.05,5.75,2.42,19.3,10.22,9.08
1627,300071,华谊嘉信,0.01,1.74,0.63,11.47,2.38,9.09
1070,2166,莱茵生物,0.6,1.87,0.24,11.81,2.71,9.1
1098,600367,红星发展,0.98,3.62,0.97,14.68,5.57,9.11
2710,300316,晶盛机电,0.36,2.16,0.63,12.27,3.15,9.12
2074,2101,广东鸿图,4.69,8.47,2.39,24.67,15.55,9.12
1231,2214,大立科技,0.43,2.12,0.6,12.28,3.15,9.13
2471,600387,海越股份,0.44,3.01,0.83,13.41,4.28,9.13
1992,2286,保龄宝,2.17,4.05,0.79,16.15,7.01,9.14
2267,2288,超华科技,0.59,1.87,0.26,11.87,2.72,9.15
2079,2770,科迪乳业,0.32,2.1,0.7,12.29,3.12,9.17
2111,68,华控赛格,1.19,0.58,-1.76,9.18,0.01,9.17
1563,600209,罗顿发展,0.27,1.53,0.16,11.13,1.96,9.17
2083,600405,动力源,0.42,1.88,0.53,12.02,2.83,9.19
1244,600862,中航高科,1.04,2.44,0.2,12.89,3.68,9.21
815,600697,欧亚集团,1.87,16.44,9.24,36.77,27.55,9.22
1965,831,*ST五稀,0.77,2.09,0.12,12.21,2.98,9.23
344,2217,合力泰,2.51,4.28,0.71,16.74,7.5,9.24
1524,600633,浙报传媒,1.32,3.73,1.33,15.62,6.38,9.24
2919,2479,富春环保,1.57,3.51,0.81,15.13,5.89,9.24
1152,300171,东富龙,1.84,4.53,1.45,17.08,7.82,9.26
2370,2052,同洲电子,1.18,1.86,-0.45,11.86,2.59,9.27
1547,600381,青海春天,0.2,2.69,1.33,13.5,4.22,9.28
2268,2037,久联发展,1.89,6.05,2.51,19.73,10.45,9.28
1449,603116,红蜻蜓,2.24,7.63,4.23,23.4,14.1,9.3
1270,2736,国信证券,0.83,5.8,1.94,17.87,8.57,9.3
1301,600054,黄山旅游,0.46,4.3,2.47,16.54,7.23,9.31
2240,300289,利德曼,0.62,2.88,1.15,13.96,4.65,9.31
855,2532,新界泵业,1.16,3.96,1.57,16.01,6.69,9.32
1279,300283,温州宏丰,0.03,1.38,0.3,11.04,1.71,9.33
1027,2603,以岭药业,1.5,4.56,1.97,17.36,8.03,9.33
2959,2144,宏达高科,3.89,9.23,2.61,25.07,15.73,9.34
2873,300043,星辉娱乐,0.05,1.82,0.75,11.96,2.62,9.34
2896,603117,万林股份,2.56,4.78,1.2,17.89,8.54,9.35
1359,2651,利君股份,0.33,1.86,0.31,11.86,2.5,9.36
369,600695,绿庭投资,0.54,0.95,-1.09,9.78,0.4,9.38
2624,2549,凯美特气,0.17,1.53,0.3,11.38,2.0,9.38
2131,2507,涪陵榨菜,0.54,2.86,1.17,13.96,4.57,9.39
2151,509,华塑控股,0.2,0.03,-1.2,8.43,-0.97,9.4
701,300142,沃森生物,0.66,1.48,-0.25,11.3,1.89,9.41
2855,300106,西部牧业,2.94,4.65,0.62,17.62,8.21,9.41
746,2520,日发精机,1.75,3.02,0.18,14.37,4.95,9.42
2232,600007,中国国贸,1.86,5.95,2.59,19.82,10.4,9.42
2788,610,西安旅游,1.67,3.33,0.51,14.95,5.51,9.44
2137,600604,市北高新,4.32,6.1,0.76,20.64,11.18,9.46
502,2444,巨星科技,1.79,5.0,1.89,18.15,8.68,9.47
2615,2333,罗普斯金,0.9,3.1,1.03,14.51,5.03,9.48
1137,600156,华升股份,0.36,1.63,0.22,11.7,2.21,9.49
880,300297,蓝盾股份,1.59,2.88,0.32,14.28,4.79,9.49
820,430,张家界,0.3,2.2,0.81,12.8,3.31,9.49
827,600587,新华医疗,3.93,8.26,3.07,24.75,15.26,9.49
647,18,神州长城,-0.77,0.95,0.62,10.3,0.8,9.5
2770,2355,兴民智通,1.91,3.91,0.89,16.21,6.71,9.5
2045,2634,棒杰股份,0.03,1.42,0.34,11.29,1.79,9.5
2038,600851,海欣股份,0.36,3.55,0.28,13.69,4.19,9.5
1764,2131,利欧股份,2.85,4.66,0.74,17.77,8.25,9.52
587,600202,哈空调,0.2,2.04,0.5,12.27,2.74,9.53
2705,970,中科三环,0.4,3.79,2.19,15.92,6.38,9.54
1289,2639,雪人股份,1.98,3.36,0.3,15.2,5.64,9.56
2958,2486,嘉麟杰,0.0,1.04,0.0,10.63,1.04,9.59
457,58,深 赛 格,0.65,1.9,0.12,12.28,2.67,9.61
2697,600775,南京熊猫,1.6,3.59,0.72,15.53,5.91,9.62
505,300070,碧水源,2.13,4.59,1.3,17.65,8.02,9.63
2120,2006,精功科技,0.59,2.02,0.25,12.49,2.86,9.63
1104,2161,远 望 谷,0.62,2.14,0.43,12.84,3.19,9.65
2906,600860,京城股份,1.62,1.47,-1.26,11.49,1.83,9.66
2824,688,建新矿业,0.17,1.46,0.14,11.44,1.77,9.67
2734,600796,钱江生化,0.12,2.03,0.64,12.47,2.79,9.68
473,600257,大湖股份,0.25,1.76,0.33,12.03,2.34,9.69
466,600856,中天能源,0.11,1.95,0.79,12.54,2.85,9.69
2934,600579,天华院,3.86,2.92,-2.01,14.46,4.77,9.69
2071,600501,航天晨光,3.35,5.06,0.52,18.63,8.93,9.7
352,848,承德露露,0.02,1.93,0.65,12.3,2.6,9.7
340,300132,青松股份,0.21,1.62,0.35,11.88,2.18,9.7
110,2093,国脉科技,0.01,1.61,0.52,11.85,2.14,9.71
368,2219,恒康医疗,0.64,2.09,0.41,12.85,3.14,9.71
579,600196,复星医药,2.58,8.48,3.47,24.25,14.53,9.72
857,2069,*ST獐岛,1.31,1.38,-1.26,11.15,1.43,9.72
972,2693,双成药业,0.75,1.77,-0.07,12.18,2.45,9.73
8,600191,华资实业,1.3,4.44,0.67,16.15,6.41,9.74
2885,2124,天邦股份,0.07,2.16,1.03,13.0,3.26,9.74
711,600095,哈高科,0.74,1.94,0.08,12.5,2.76,9.74
2181,600358,国旅联合,0.7,1.23,-0.49,11.18,1.44,9.74
1505,600773,西藏城投,1.58,3.46,0.88,15.67,5.92,9.75
461,2141,蓉胜超微,0.8,1.15,0.05,11.76,2.0,9.76
1985,603015,弘讯科技,1.04,2.75,0.62,14.17,4.41,9.76
594,2626,金达威,1.44,3.56,0.74,15.5,5.74,9.76
611,600423,柳化股份,1.28,0.9,-1.61,10.35,0.57,9.78
349,300020,银江股份,2.07,4.83,1.27,17.97,8.17,9.8
1871,600557,康缘药业,0.84,4.97,2.74,18.35,8.55,9.8
2923,600613,神奇制药,1.81,4.23,1.24,17.09,7.28,9.81
1156,948,南天信息,3.25,5.55,1.01,19.63,9.81,9.82
2892,2125,湘潭电化,2.37,3.02,-0.02,15.2,5.37,9.83
2837,812,陕西金叶,0.04,1.97,0.68,12.53,2.69,9.84
1858,600478,科力远,0.09,1.0,-0.08,10.85,1.01,9.84
84,300170,汉得信息,0.67,2.47,0.87,13.86,4.01,9.85
2557,2677,浙江美大,0.05,1.67,0.52,12.1,2.24,9.86
837,300077,国民技术,3.69,5.13,0.51,19.19,9.33,9.86
2490,601969,海南矿业,1.0,2.22,-0.04,13.05,3.18,9.87
841,821,京山轻机,1.81,3.55,0.43,15.68,5.79,9.89
1546,600406,国电南瑞,0.47,3.36,1.66,15.39,5.49,9.9
2620,798,中水渔业,1.03,1.65,-0.49,12.1,2.19,9.91
2649,2306,中科云网,0.32,0.0,-1.36,8.88,-1.04,9.92
793,600475,华光股份,0.35,5.81,3.75,19.84,9.91,9.93
2895,2360,同德化工,0.16,2.52,1.14,13.77,3.82,9.95
1154,2063,远光软件,0.38,2.89,1.46,14.68,4.73,9.95
2819,2494,华斯股份,1.84,4.04,0.8,16.63,6.68,9.95
1303,300341,麦迪电气,0.16,1.87,0.57,12.55,2.6,9.95
398,930,中粮生化,0.94,1.6,-0.54,11.96,2.0,9.96
1326,918,嘉凯城,-0.5,0.39,-0.22,9.63,-0.33,9.96
970,2248,华东数控,2.39,2.47,-1.15,13.68,3.71,9.97
691,600652,游久游戏,1.07,2.49,0.38,13.92,3.94,9.98
2716,600355,精伦电子,0.31,0.82,-0.57,10.56,0.56,10.0
2266,600630,龙头股份,2.2,4.1,0.84,17.15,7.14,10.01
93,300087,荃银高科,0.6,1.93,0.29,12.84,2.82,10.02
2621,300257,开山股份,1.76,3.96,1.05,16.79,6.77,10.02
1989,2270,华明装备,1.89,3.52,1.42,16.86,6.83,10.03
2052,600111,北方稀土,0.04,2.27,0.92,13.26,3.23,10.03
1548,600365,通葡股份,1.37,1.71,-0.67,12.45,2.41,10.04
2321,2310,东方园林,0.08,2.66,1.35,14.13,4.09,10.04
483,2208,合肥城建,0.91,5.0,2.26,18.24,8.17,10.07
2524,600131,岷江水电,0.09,2.07,0.7,12.95,2.86,10.09
528,600298,安琪酵母,0.79,3.96,2.13,16.97,6.88,10.09
2142,957,中通客车,0.8,4.14,2.07,17.1,7.01,10.09
355,757,浩物股份,1.85,1.26,-1.74,11.47,1.37,10.1
2114,600363,联创光电,1.43,4.63,1.94,18.1,8.0,10.1
2748,2598,山东章鼓,0.68,2.36,0.51,13.66,3.55,10.11
1517,600687,刚泰控股,1.96,3.67,0.67,16.42,6.3,10.12
546,2127,南极电商,0.34,0.9,0.27,11.63,1.51,10.12
2781,609,绵石投资,0.24,4.69,3.39,18.45,8.32,10.13
828,2236,大华股份,0.2,2.58,1.24,14.15,4.02,10.13
2521,2511,中顺洁柔,2.7,5.18,1.59,19.61,9.47,10.14
2262,300241,瑞丰光电,2.28,4.14,0.78,17.34,7.2,10.14
2414,2445,中南文化,2.78,4.42,0.68,18.02,7.88,10.14
2241,2580,圣阳股份,3.02,5.24,1.1,19.5,9.36,10.14
2519,2329,皇氏集团,1.56,3.25,0.63,15.59,5.44,10.15
1062,2617,露笑科技,1.72,3.07,0.32,15.28,5.11,10.17
2328,600309,万华化学,0.02,6.31,4.55,21.05,10.88,10.17
1501,600807,天业股份,1.26,2.25,0.04,13.73,3.55,10.18
2541,600278,东方创业,1.68,5.54,2.04,19.45,9.26,10.19
1567,600152,维科精华,0.54,1.86,-0.1,12.5,2.3,10.2
933,2296,辉煌科技,1.69,3.97,1.14,17.0,6.8,10.2
1371,300155,安居宝,0.66,2.08,0.33,13.27,3.07,10.2
2126,600058,五矿发展,3.84,4.67,-1.14,17.58,7.37,10.21
2440,2646,青青稞酒,1.9,5.47,2.31,19.89,9.68,10.21
2802,553,沙隆达Ａ,0.44,3.55,1.74,15.96,5.73,10.23
2461,2076,雪 莱 特,1.4,2.76,0.33,14.72,4.49,10.23
96,600745,中茵股份,5.48,6.76,0.22,22.72,12.46,10.26
737,300262,巴安水务,2.52,4.5,0.87,18.16,7.89,10.27
1980,2116,中国海诚,0.24,2.66,1.17,14.34,4.07,10.27
211,2708,光洋股份,1.63,3.24,0.56,15.72,5.43,10.29
784,2232,启明信息,0.64,2.46,0.69,14.1,3.79,10.31
447,603766,隆鑫通用,1.46,6.92,4.07,22.76,12.45,10.31
270,601801,皖新传媒,1.22,4.07,1.61,17.22,6.9,10.32
1932,600485,信威集团,1.07,4.0,2.12,17.52,7.19,10.33
2760,2167,东方锆业,0.96,1.71,-0.2,12.8,2.47,10.33
2496,2726,龙大肉食,1.41,3.97,1.38,17.11,6.76,10.35
1951,2284,亚太股份,1.54,3.57,0.86,16.35,5.97,10.38
1845,2450,康得新,1.99,4.65,1.17,18.2,7.81,10.39
2623,2194,武汉凡谷,1.46,3.88,1.01,16.75,6.35,10.4
607,2105,信隆健康,0.17,1.29,-0.01,11.85,1.45,10.4
1470,603308,应流股份,3.62,6.36,1.54,21.92,11.52,10.4
2485,2388,新亚制程,0.2,1.44,0.21,12.26,1.85,10.41
2791,565,渝三峡Ａ,0.17,1.91,0.51,13.05,2.59,10.46
998,561,烽火电子,0.09,1.84,0.74,13.13,2.67,10.46
2513,785,武汉中商,0.29,3.15,1.01,14.92,4.45,10.47
624,910,大亚圣象,0.04,4.85,3.36,18.75,8.25,10.5
207,300192,科斯伍德,0.83,2.88,0.94,15.15,4.65,10.5
401,890,法 尔 胜,0.04,2.07,1.01,13.64,3.12,10.52
1439,300119,瑞普生物,2.33,4.62,1.15,18.63,8.1,10.53
1488,600998,九州通,2.42,6.6,1.74,21.3,10.76,10.54
2260,2612,朗姿股份,3.73,6.01,1.14,21.42,10.88,10.54
802,2019,亿帆医药,1.06,3.05,1.1,15.75,5.21,10.54
2446,300345,红宇新材,0.56,1.82,0.21,13.16,2.59,10.57
2447,2043,兔 宝 宝,0.52,1.81,0.24,13.15,2.57,10.58
913,300264,佳创视讯,0.23,1.44,0.16,12.43,1.83,10.6
2546,802,北京文化,4.45,5.63,0.17,20.85,10.25,10.6
2078,600634,中技控股,2.1,4.49,1.25,18.45,7.84,10.61
1134,2104,恒宝股份,0.13,2.26,0.93,13.93,3.32,10.61
1846,2705,新宝股份,1.01,4.44,2.11,18.18,7.56,10.62
2187,300390,天华超净,0.81,2.33,0.46,14.22,3.6,10.62
1203,300187,永清环保,0.59,2.15,0.57,13.94,3.31,10.63
2088,600099,林海股份,0.91,2.16,0.14,13.84,3.21,10.63
981,2681,奋达科技,0.48,2.22,0.7,14.04,3.4,10.64
46,66,长城电脑,0.52,2.01,0.46,13.64,2.99,10.65
498,2130,沃尔核材,0.05,3.0,1.65,15.36,4.7,10.66
976,600834,申通地铁,0.17,3.02,1.43,15.28,4.62,10.66
742,55,方大集团,0.64,2.31,0.6,14.26,3.55,10.71
